HUM	Who is the leading competitor of Trans Union Company ?
LOC	Where 's the 19th hole on a golf course ?
NUM	When did Mount St. Helen last have a major eruption ?
ENTY	What Tom Wolfe book is about the Mercury astronauts ?
HUM	Who won a Pulitzer Prize for his novel The Caine Mutiny ?
ENTY	What are some colorful flowers that will bloom in the fall in New England ?
HUM	Who is currently the most popular singer in the world ?
ENTY	What was the favorite sport of Tom Wolfe 's The Pump House Gang ?
DESC	What is hydrogen ?
ENTY	What is another word for diet ?
DESC	What is a Mexican hairless ?
HUM	What character in The Beverly Hillbillies has the given names Daisy Moses ?
ENTY	What cancer is commonly associated with AIDS ?
HUM	Whose biography by Maurice Zolotow is titled Shooting Star ?
LOC	What sea separates Naples and Algiers ?
HUM	What U.S. general died December 1 , 1945 , when his jeep collided with a truck ?
HUM	What party was Winston Churchill a member of ?
HUM	What President served for five years , six months and 2 days ?
DESC	What 's the meaning of the Latin battle cry : Ad arma , ad arma .
NUM	When was China 's first nuclear test ?
HUM	Who was the only president to serve two nonconsecutive terms ?
ENTY	What was the monster in Spielberg 's film `` Jaws '' ?
NUM	How many Community Chest cards are there in Monopoly ?
NUM	How much electricity does the brain need to work ?
ENTY	What is a fear of bees ?
ENTY	What film opens with an assassin tumbling from the Seattle Space Needle ?
HUM	Who invented the horoscope ?
HUM	Who was the first English circumnavigator of the globe ?
ENTY	What Stephen King novel is set in a graveyard for pets ?
DESC	How does light travel through the void of space if there is no medium for it to ` wave ' or ` pulse ' .
HUM	Who is the director of intergovernmental affairs for the San Diego county ?
ENTY	What film did Lee Marvin win the 1965 best actor Oscar for ?
HUM	Who portrayed `` Rosanne Rosanna-Dana '' on the television show `` Saturday Night Live '' ?
NUM	How many cities are there in Utah ?
DESC	How do you stop junk snail mail ?
HUM	What actress holds the record for the most appearances on the cover of Life ?
ENTY	What was the name of the American ship sunk by a mine in Havana harbor , causing the Spanish-American war ?
HUM	Who is the Pope ?
NUM	How many shots can a stock M16 hold ?
DESC	What is gymnophobia ?
NUM	What month were you born in if your birthstone is sardonyx ?
NUM	How many years did it take James Joyce to write Ulysses ?
LOC	What country boasts the southernmost point in continental Europe ?
ENTY	What is the name for clouds that produce rain ?
ENTY	Name the four stories contained in Edith Wharton 's `` Old New York . ''
HUM	Who was Secretary of State during the Nixon administration ?
NUM	How long should you feed your puppy Purina Puppy Chow ?
ENTY	What Broadway musical featured the song , `` If I were a rich man ? ''
ENTY	What does the Statue of Liberty wear on her feet ?
LOC	Where was Richard Nixon when Gerald Ford became president ?
DESC	How is the element strontium purified ?
HUM	What kind of business is 7-Eleven ?
HUM	Who asked you to do the Loco-Motion with her in 1962 ?
DESC	How did Super President gain his powers on the animated series ?
NUM	How much folic acid should a pregnant woman get each day ?
DESC	Why does a woman have to be a virgin to be a nun ?
LOC	Where can I find info on Alexander Mackenzie ?
DESC	Colin Powell is famous for what ?
NUM	How many American soldiers have died for their country to date ?
ENTY	What color are school buses ?
ENTY	What is the lens behind the iris in the eye called ?
ENTY	What did Woody Allen call the Japanese gangster film he dubbed into English as a comedy ?
HUM	Who is Karenna Gore , Al Gore 's oldest daughter , married to ?
HUM	Who shot and killed himself while painting Wheatfield with Crows ?
ENTY	What 's the term for an organism that lives on or in another ?
LOC	What is the largest island in the Mediterranean Sea ?
HUM	Who was the founding member of the Pink Floyd band ?
ENTY	What non-mechanical sport achieves the highest speeds ?
NUM	How old is the universe ?
DESC	What is making love ?
NUM	How many species of the Great White shark are there ?
ENTY	What organ contains the islands of Langerhans ?
DESC	How you can raise your IQ ?
ENTY	What cards are bullets ?
LOC	Which country is the largest country in Latin America ?
ENTY	What was the first Sam Spade novel ?
NUM	When was the battle of the Somme fought ?
LOC	Where are the leading medical groups specializing in lung diseases ?
NUM	What date is Boxing Day ?
DESC	What causes asthma ?
NUM	What year did nylon stockings first go on sale ?
NUM	When did the American Civil War end ?
ENTY	What film did Louise Fletcher win the best actress Oscar for ?
ENTY	What was the killer whale who died at Sea World of a fungal infection named ?
NUM	The italian artist , Maurizio Pellegrin , is how old ?
LOC	In what country is a stuck-out tongue a friendly greeting ?
HUM	Who portrayed `` the man without a face '' in the movie of the same name ?
LOC	What state in the U.S. has the most blacks ?
NUM	The Iraqis launched their attack on Kuwait on what day ?
ENTY	What did Vasco da Gama discover ?
DESC	Why do pharmacists work on raised floors ?
ENTY	What trophy is awarded to the winners of the Super Bowl ?
ABBR	What is the abbreviated term used for the National Bureau of Investigation ?
ENTY	What is the celtic symbol for `` life '' ?
DESC	Why does a wheel , e.g. a car tire , appear to spin in the opposite direction as it slows down ?
ENTY	What is `` the bear of beers '' ?
ENTY	What award is the `` Oscar '' of advertising ?
ENTY	What 's the official animal of Canada ?
ABBR	CPR is the abbreviation for what ?
NUM	How many wives did Brigham Young have ?
NUM	How many days does a typical mayfly live ?
HUM	Which of the following was Rhodes Scholar ?
DESC	How did Lee Harvey Oswald purchase his rifle ?
DESC	What are values ?
LOC	What 's the sacred river of India ?
ENTY	What color were Ernest Hemingway 's eyes ?
ENTY	What baseball outcome required nine balls in 1879 , eight balls in 1880 and seven balls in 1881 ?
NUM	How many dots make up the symbol for `` because '' ?
HUM	Name a female figure skater .
DESC	What personality traits are Capricorns said to have ?
DESC	What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?
DESC	How do I find out what cities are in a certain area code ?
LOC	What U.S. state includes the San Juan Islands ?
ENTY	What 's the green variety of beryl called ?
ENTY	What meter was invented by C.C. Magee in 1935 ?
HUM	What is the name of the president of Garmat U.S.A ?
HUM	Who owns the St. Louis Rams ?
LOC	What is Answers.com 's address ?
LOC	Where is Procter & Gamble headquartered in the U.S. ?
ENTY	What movie did Steven Spielberg direct in 1975 ?
DESC	What is Smartnet ?
NUM	How many points is a disk in the center hole worth in Crokinole ?
ENTY	Which leg does a cat move with its left front leg when walking - its left rear or right rear leg ?
DESC	What is the origin of the first name ` Breony ' ?
DESC	What did the only repealed amendment to the U.S. Constitution deal with ?
HUM	Who won the Nobel Peace Prize in 1991 ?
HUM	Name the designer of the shoe that spawned millions of plastic imitations , known as ` jellies ' .
DESC	What clause in the U.S. Constitution may not be changed , altered or amended ?
ENTY	Name the ship Beany and Cecil sailed .
DESC	What is the root of all evil ?
NUM	How many people have been Captain America ?
HUM	What was the name of the Confederate mounted guerrilla group with which Jesse James and Coleman Younger had ridden ?
DESC	What are the requirements for becoming a citizen of Australia ?
HUM	What team did baseball 's St. Louis Browns become ?
ENTY	What are the first and last letters of the Greek alphabet ?
ENTY	What is Smokey The Bear 's middle name ?
ENTY	What are the rites accompanying the circumcision of a newly born-child in Judaism called ?
NUM	How big is a baby bald eagle ?
ENTY	What was the sister ship of the Olympic ?
DESC	What was unusual about Alexandra 's appearance in Josie and the Pussycats ?
NUM	How many varieties of twins are there ?
DESC	What is the cause of endangered species ?
DESC	What is ethylene ?
LOC	Where have the most dinosaur remains been found ?
NUM	When did communist control end in Hungary ?
DESC	What makes hamburgers taste like steakburgers ?
ENTY	What 's approaching when a cyclist shouts : `` Oil '' ?
DESC	What does the name `` Justin '' mean ?
NUM	What is the normal resting heart rate of a healthy adult ?
DESC	What is crabgrass ?
HUM	What baseball team was routinely called `` dem bums '' by its frustrated fans ?
NUM	How many gallons of paint does it take to paint the Golden Gate Bridge ?
HUM	What director portrayed the commandant of the POW camp in 1953 's Stalag 17 ?
HUM	Who invented television ?
ENTY	What money was used by them ?
ENTY	What is a good book to read for people who hate to read ?
DESC	What is difference between a poster and a print ?
ENTY	What is a fear of sleep ?
LOC	In What city or state do the most gay men live in ?
HUM	What Indian tribe is F Troop perpetually doing battle with ?
ENTY	What did Dan Aykroyd and John Belushi quit Saturday Night Live to become ?
LOC	What 's the world 's longest suspension bridge ?
NUM	How many months does it take the moon to revolve around the Earth ?
DESC	What facial feature did Walt Disney sport that none of Disney 's employees is allowed to ?
DESC	What was the effect of the Yalta Conference ?
LOC	Where is one 's corpus callosum found ?
ENTY	What TV series saw many of its aquatic scenes shot at Silver Springs , Florida ?
LOC	What New England state covers 5.9 square miles ?
LOC	What are the biggest Indian airports ?
HUM	What English physician was born on January 18 , 1779 and went on to create two important inventions ?
DESC	Where did the term fireplug come from ?
LOC	What Kentucky city calls itself The Horse Center of America ?
DESC	What is Doegs ?
ENTY	What first-aid product `` Helps the hurt stop hurting '' ?
LOC	Where is McCarren Airport ?
ENTY	Name of King Arthur 's sword ?
ENTY	What household facility contains a float ball , ballcock , and overflow tube ?
ENTY	What tale has the moral : `` He who wants everything gets nothing '' ?
ENTY	What are `` darning needles '' and `` horse stingers '' better known as ?
DESC	What is deconstructionism ?
ENTY	What events happened January 26 , 1978 ?
NUM	In what year did they build the Berlin Wall ?
DESC	What is a disaccharide ?
NUM	How many liberty bells have there been ?
ENTY	What is the connection between New Krypton and Daxam ?
LOC	Which city did Christian Crusaders fight to recapture from the Muslims ?
NUM	How many real fruit juices are there in a can of Hawaiian Punch ?
DESC	What is the difference between hair and fur ?
NUM	When was Queen Victoria born ?
DESC	What is the origin of the word `` Teddy bear '' ?
HUM	What title did Suzette Charles assume for two months in 1984 ?
LOC	What is the largest city in Connecticut ?
NUM	What are the unemployment statistics for the years 1965 and 1990 ?
DESC	What did Cool Hand Luke go to jail for ?
HUM	Who are the Challengers of the Unknown ?
LOC	What California bridge was Don Brown the first to cross , on May 27 , 1937 ?
DESC	What does the word terrorism mean ?
DESC	What are amicable numbers ?
LOC	What two European countries entered the War of American Independence against the British ?
DESC	How do you look up criminal records on the Internet ?
HUM	Who was the second person ever to wear Iron Man 's armor ?
ENTY	What Mary Tyler Moore Show regular came into the world as Tadeus Wladyslaw Konopka ?
ENTY	What is a fear of trees ?
ENTY	What animal has killed the most people ?
ENTY	What William Styron book is about a black preacher who leads a slave revolt ?
HUM	Name of the lady the Great Gatsby pines for ?
DESC	What is a Certified Nurse Midwife ?
HUM	Who said `` the only thing we have to fear is fear itself '' ?
HUM	What singer became despondent over the death of Freddie Prinze , quit show business , and then quit the business ?
DESC	What is e-commerce ?
ENTY	What spider makes a superb pet , even said to recognize its master ?
NUM	How much is Clara Peller being paid by Wendy 's to say `` Where 's the beef '' ?
ENTY	What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?
HUM	What are the names of Jacques Cousteau 's two sons ?
LOC	What country did the ancient Romans refer to as Hibernia ?
DESC	How is Paraguay for vacations ?
ENTY	What is the name of the second space shuttle ?
DESC	How is the element strontium purified ?
DESC	What else has the swastika stood for ?
LOC	Jackson Pollock was a native of what country ?
HUM	Who wrote The Secret Life of Walter Mitty ?
DESC	What are people doing to help prevent the extinction of birds ?
DESC	How do I legally make my own will and testament ?
ENTY	What is a fear of machinery ?
DESC	How can I transport files from one computer to another ?
DESC	Why should cigarette smoking be banned ?
DESC	What is the Kashmir issue ?
DESC	What good are mosquitoes ?
ENTY	What 1976 Deep Throat clone provides the leading lady with a second larynx ?
LOC	What U.S. city is The Queen of the Pacific ?
HUM	Who was the inventor of silly putty ?
HUM	Who was the only person convicted in the My Lai Massacre ?
LOC	What city was John F. Kennedy nominated for president in ?
ENTY	What is the only gland in humans that can regenerate itself ?
ENTY	What type of betting is used in horse racing ?
NUM	When was the NFL established ?
HUM	Who played the part of the Godfather in the movie , ` The Godfather ' ?
DESC	What is paracetamol ?
HUM	When Mighty Mouse was conceived , what was his original name ?
ENTY	Which is heavier - cream or milk ?
ENTY	What 's the highest hand in straight poker ?
LOC	Where is the Bulls basketball team based ?
NUM	How long did the Charles Manson murder trial last ?
ENTY	What 's the slowest Olympic swimming stroke ?
ENTY	What plant is rum made from ?
ENTY	What 's the most popular four-player game of all time ?
HUM	What actor dressed up as Santa Claus and had a once-a-year affair with actress Shelley Winters every Christmas for many years ?
NUM	How far is it from Phoenix to Blythe ?
LOC	Where did Bill Gates go to college ?
LOC	What New England state carries the telephone area code 27 ?
DESC	What is `` the only cigarette made with no leftovers '' ?
HUM	Who invented the stethoscope ?
ENTY	What document did President Andrew Johnson want a copy of placed under his head upon his burial ?
NUM	When did Fraze get his first patent for the pull-tab can ?
HUM	Who wrote the song , `` Stardust '' ?
LOC	Where did bocci originate ?
DESC	Give a reason for American Indians oftentimes dropping out of school .
DESC	How does a small businessman contact the Good Humor Ice Cream company to do business with them ?
HUM	Who wrote the book , `` Song of Solomon '' ?
LOC	What European city do Nicois live in ?
ENTY	What kind of education do I need to become a flight attendant ?
DESC	Why do they call it a `` funny bone '' ?
LOC	What country does Ileana Cotrubas come from ?
DESC	What does storm wave mean in Japanese ?
LOC	Where is Melbourne ?
LOC	Where is Basque country located ?
DESC	What is dew point ?
LOC	What countries have the most auto thefts ?
HUM	What are names of two old men who appear in the serial tv Muppets Show ?
HUM	What actress 's autobiography is titled Shelley : Also Known as Shirley ?
DESC	How was the element calcium named ?
LOC	Where can I find the schematics to the windshield wiper mechanism ?
NUM	What is the mean income of the top 10% , top 5% , and top 1% ?
NUM	What is the estimated total U.S. whitetail deer population ?
DESC	How does the chain of command work inside an US army Apache helicopter ?
ENTY	What color eyes are most sensitive to light ?
ENTY	What deck of cards includes the Wheel of Fortune , the Lovers , and Death ?
LOC	What city was Bobby Kennedy assassinated in ?
NUM	How many engines does a Boeing 737 have ?
LOC	What lake in Scotland is said to hold one or more monsters ?
HUM	Who is the Incredible Hulk in reality ?
NUM	How old was Sir Edmund Hillary when he climbed Mt. Everest ?
DESC	How does blood clot ?
ENTY	What do Italians call Florence ?
NUM	When was Beethoven born ?
DESC	How do I get my LAN card activated so that it can hook up to another computer without using a HUB ?
ENTY	What is the name of a book written by Aaron Hass ?
ABBR	What do the letters D.C. stand for in Washington , D.C. ?
LOC	What bay divides Maryland 's Eastern and Western Shores ?
DESC	What does `` saute '' mean ?
DESC	How was Teddy Roosevelt related to FDR ?
NUM	How much money can a person be fined for having a dog on a beach ?
ENTY	What is the best brand for a laptop computer ?
ENTY	What is a fear of fur ?
DESC	How can I find online spelling ?
ENTY	What hair color can I use to just cover a little gray ?
ENTY	What is the name of the Islamic counterpart to the Red Cross ?
LOC	What is the oldest website on the Internet ?
LOC	What city was Martin Luther King Jr. assassinated in ?
LOC	Where could I go to take a ride on a steam locomotive ?
DESC	What is deadrise , nautical , ?
ENTY	Which Kevin Costner movie involves the Sioux Indians ?
DESC	What does `` Semper Fidelis '' mean ?
NUM	How many stars are there on the Soviet Union 's flag ?
HUM	Who was the supreme god of Germanic religion ?
DESC	What is the history of yo-yos ?
ENTY	What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?
DESC	What is Spumante ?
HUM	What 's the middle name of movie producer Joseph E. Levine ?
DESC	How do you throw a housewarming party ?
LOC	What is the name of the city that Maurizio Pellegrin lives in ?
ENTY	What is widely used to detect prenatal birth defects ?
NUM	In what year was the Wall built ?
LOC	What country contains the highest point in South America ?
ENTY	What kind of meat is Fray Bentos synonymous with ?
HUM	What title does comedian Henry Youngman claim ?
ENTY	What ship did Lloyd M. Bucher command ?
ABBR	What is BPH ?
DESC	How does a glacier form ?
LOC	In which state are the Mark Twain National Forests ?
DESC	What is a storm surge ?
DESC	How does a bill become law ?
HUM	Which of these are authors ?
HUM	What Pulitzer Prize-winning novelist ran for mayor of New York City ?
NUM	When did the `` Star-Spangled Banner '' become the national anthem ?
ENTY	What is the most common kind of skin cancer in the U.S. ?
HUM	What radio station did Paul Harvey work for ?
HUM	What athlete makes the most money from sports merchandise sales ?
LOC	What was the first country to put a second woman in space ?
ENTY	What is the longest word in the English language ?
DESC	How do I impress a guy ?
ENTY	What are super balls made of ?
HUM	What is the name of the managing director of Apricot Computer ?
DESC	What is proposition 98 about ?
ENTY	What is the weakest bone in the body ?
HUM	What girl 's name is `` Teddy '' an affectionate form of ?
HUM	Who was the prophet of the Muslim people ?
DESC	Why is black the color of mourning in the West ?
ENTY	What type of hunting are retrievers used for ?
HUM	Name the U.S. Senate majority leader and the Speaker of the House .
DESC	What are equity securities ?
LOC	What countries does the Mont Blanc Tunnel join ?
HUM	Which of the following celebrities started his show-biz career as a disc jockey ?
DESC	What is an aortic abdominal aneurysm ?
HUM	Who was the first black woman to star in the Folies Bergeres ?
HUM	What corporation does Madonna advertise for ?
DESC	How do I make fuel bricks from recycled newspaper ?
HUM	Who is known as `` the world 's oldest teenager '' ?
ENTY	In what movie is the number nine found in the title ?
HUM	Who said `` What contemptible scoundrel stole the cork from my lunch ? ''
ENTY	What TV series features the adventures of a married couple named Jonathan and Jennifer ?
NUM	When was the Triangle Shirtwaist fire ?
NUM	How many consecutive baseball games did Lou Gehrig play ?
ENTY	What Broadway musical was inspired by Cervantes 's Don Quixote ?
ENTY	What powdered soft drink mix went into space ?
DESC	What do you say to a friend who ignores you for other friends ?
LOC	Where can I find information on George Bush ?
NUM	How many people was Randy Craft convicted of murdering ?
NUM	How many equal angles are there in an isosceles triangle ?
LOC	What state is Mount McKinley in ?
DESC	Why did Europeans first come to Australia and Oceania ?
HUM	What dictator has the nickname `` El Maximo '' ?
DESC	What is the distinction of Erle Stanley Gardner 's The Case of the Terrified Typist ?
HUM	Who is the premier of China ?
HUM	What corporation does Madonna advertise for ?
ENTY	What are the top 5 fiction books of all time ?
DESC	What are my legal rights in an automobile repossession in California ?
NUM	How much iron is in your body ?
NUM	How many visitors go to the Vatican each year ?
ENTY	Which came first , according to Genesis 1 : 2 : 22 - the chicken or the egg ?
HUM	Who says , `` If you don 't look good , we don 't look good '' ?
LOC	What kind of habitat does the scorpion live in ?
DESC	What was Suzy Parker doing to earn $1 , 000 in the early 1950 's ?
HUM	Who was Israel 's first prime minister ?
DESC	How come light bulbs go out ?
NUM	What day was Pearl Harbor attacked in 1942 ?
ENTY	What mammal of North America is the world 's longest-lived for its size ?
DESC	Why did the world enter a global depression in 1929 ?
ENTY	What is the chemical symbol for nitrogen ?
NUM	In what year was De Gaulle elected president of France ?
HUM	Who wrote The Night of the Iguana ?
HUM	Who markets Spaghetti-o 's ?
LOC	What bordering country is due north of Costa Rica ?
HUM	What famous husband-and-wife team did radio ads for Blue Nun wine ?
DESC	What is `` Vocal Sampling '' ?
ENTY	What does Final Four refer to in the sports world ?
HUM	What is the best Internet business to go into ?
DESC	What is multimedia ?
ENTY	What did San Francisco 's Milt Harper grow that measured 24 inches from tip to tip in 1974 ?
HUM	Name the poet of the poem which begins : I do not know much about gods ; but I think that the river Is a strong brown god-sullen , and untamed ?
ENTY	What two animals are specifically mentioned as being in Noah 's Ark ?
HUM	Which police department made the largest cocaine seizure ever in Ventura County ?
ENTY	What significant battle was fought in Belgium in 1815 ?
HUM	Who directed The Wild Bunch ?
ENTY	What does a pedometer measure ?
DESC	How do you identify prime numbers ?
NUM	How many American soldiers are stationed in South Korea ?
HUM	Who replaced Bert Parks as the host of The Miss America Pageant ?
ENTY	What are birds descendents of ?
HUM	What actor 's autobiography is titled All My Yesterdays ?
ENTY	What 1956 Grace Metalious novel was on the best-seller list for two years ?
DESC	Why are lions called `` King of the Jungle '' ?
DESC	What are the Greek numerals ?
LOC	Where is the Keck telescope ?
DESC	What does the name Shawn mean ?
ENTY	What 12-hour cold medicine uses the formula `` 6 , 6 , 12 '' in its ads ?
NUM	What is the telephone number for the University of Kentucky ?
DESC	What does hazmat stand for ?
HUM	Which king signed the Magna Carta ?
ENTY	What Judith Rossner novel was made into a film starring Diane Keaton ?
DESC	What is the filmmakers collabrative ?
DESC	What is a plant supplement ?
DESC	Why are so many umbrellas black ?
ENTY	What rabbit got its name because its ears resembled those of a jackass ?
HUM	Who was nicknamed The Little Corporal ?
LOC	In what county is Eckley Colorado ?
HUM	Who played the father on `` Charles in Charge '' ?
DESC	How is digital audio used ?
NUM	When is a woman most fertile ?
ENTY	What did Thomas Paine write ?
DESC	What did the Confederate Constitution say about slavery ?
NUM	How old was George Washington when he died ?
ENTY	What film or films has Jude Law appeared in ?
NUM	What brand number graces the black label of a bottle of Jack Daniel 's ?
ENTY	What is the one thing you need before you can purchase life insurance ?
NUM	How much did Varian Associates try to sell its vacuum products division to the BOC group for ?
NUM	What is average salary of restaurant manager in United States ?
HUM	In the movie Groundshog Day what is the name of the character played by Andie MacDowell ?
DESC	What is Sinn Fein ?
DESC	How did Edith Bunker die ?
NUM	What year was Janet Jackson 's first album released ?
NUM	What 's men 's par on a 455-yard golf hole ?
ENTY	What brand of jeans did Calvin Klein admit in a 1984 interview he felt more comfortable wearing ?
HUM	What political party is Sinn Fein a part of ?
HUM	Who said : `` The victor will never be asked if he told the truth '' ?
LOC	Where is your corpus callosum ?
NUM	How many cards are dealt to each player in Gin Rummy ?
HUM	What 's comic strip photographer Peter Parker 's secret identity ?
DESC	What is recruitment interview technique ?
LOC	What body of water does the Danube River flow into ?
LOC	What two Japanese cities are spelled with the letters K , O , O , T and Y ?
HUM	What spy novelist served as Moscow correspondent for Reuter and The Times of London ?
NUM	How many films did Ingmar Bergman make ?
DESC	What function does homeostasis have on the existence of an organism ?
LOC	Where can I find info on research being done on oilseeds thru genetics ?
ENTY	What was the name of Roy Rogers 's dog ?
DESC	How do boats float ?
DESC	How can I stop or slow down aging ?
ENTY	What is a fear of passing high objects ?
NUM	How many years do fossils take to form ?
HUM	What United States President had dreamed that he was assassinated ?
DESC	How do you tell your parents you are dating an older man ?
HUM	Who was the famous door-to-door brush salesman ?
NUM	What time of year is air travel the heaviest ?
LOC	What California bay 's largest island is Angel Island ?
LOC	What river flows past the Temple of Karnak ?
NUM	When did humans first begin to write history seriously ?
NUM	How long after intercourse does it take to find out if you are pregnant ?
LOC	What city is . KDGE Radio located in ?
HUM	Who wrote the book , `` The Grinch Who Stole Christmas '' ?
DESC	What is being done about the millennium bug ?
NUM	How much money are Dumbo 's ears insured for ?
ENTY	What 's the U.S. Navy hymn ?
ENTY	What is a fear of night or darkness ?
HUM	Whom did Friz Freleng add to the Warner Bros. cartoon ranks ?
ENTY	What is a fear of strong light ?
LOC	What two South American countries do n't border Brazil ?
DESC	What is the origin of thank you notes ?
HUM	What football coach 's story was told in the movie Run to Daylight ?
HUM	What famous film and TV cowboy lent his name to a fast food chain ?
HUM	Name Pittsburgh 's baseball team .
ENTY	What animals can live the longest without food ?
NUM	What is the latitude and longitude of El Paso , Texas ?
HUM	What is Michael Jackson 's middle name ?
ENTY	What animals do you find in the stock market ?
HUM	Who recorded the 1957 hit Tammy ?
NUM	What is the current ticket fare from from Cairo to Barbados ?
ENTY	Names of books by James A. Michener set in the following locations ?
DESC	What is a drought ?
LOC	What 's the largest island in the West Indies ?
HUM	What company is being bought by Yahoo and how much is the deal worth ?
NUM	What does a teaspoon of matter weigh in a black hole ?
ENTY	What is the name of Kevin Costner 's movie about Sioux Indians ?
LOC	Where is Dartmouth College ?
LOC	Where can I find a tape or book to help me say , write and understand Japanese ?
HUM	Who portrayed Maggio in the film From Here to Eternity ?
ENTY	What chemical in red wine is good for the heart and what exactly does it do to your body ?
DESC	Why is Thanksgiving on a Thursday ?
DESC	What is the largest variety of cactus ?
HUM	Who played the title role in The Romantic Englishwoman ?
ENTY	What Grand Slam golf tournament wasn 't held between 1940 and 1945 ?
DESC	What is Black Hills , South Dakota most famous for ?
ENTY	What do Hasidic Jews refrain from while dating ?
HUM	Which of the following famous people does not paint as a hobby ?
LOC	What is the name of the gulf between Sweden and Finland ?
HUM	What was the name of `` The Muppets '' creator ?
LOC	What South American capital is the world 's highest ?
ENTY	What was the sequel to The Pink Panther ?
DESC	What is the Bernoulli Principle ?
ABBR	What does VCR stand for ?
DESC	What happened in the city of Dogtown in 1899 ?
ENTY	What product did Robert Conrad dare people to knock off his shoulder ?
NUM	What century does Captain Video live in ?
ENTY	What field sport did dentist William Beers promote and write a standard book of rules for ?
HUM	What actor , who had greatest fame on TV , became the father of triplets ?
DESC	What is diabetes ?
DESC	What is a serigraph ?
ENTY	What are some science fair projects for 8th graders ?
HUM	Who is Zebulon Pike ?
NUM	What are the chances of pregnacy if the penis does not penetrate the vagina ?
NUM	How many airline schools are there in the U.S. ?
HUM	What king is satirized in the line : `` The King was in the countinghouse , counting all his money '' ?
HUM	Who portrayed Prewett in From Here to Eternity ?
HUM	Who are the top 10 richest people in the world ?
DESC	What are boxcars ?
NUM	What month did the Edmund Fitzgerald sink ?
HUM	What is the name of the police officer who tried to keep order in Top Cat 's neighborhood ?
DESC	How did Bob Marley die ?
HUM	What high school does Archie attend ?
LOC	What is the highest mountain in the world ?
HUM	Who coined the term NN cyberspace `` in his novel NN Neuromancer '' ?
NUM	How many Vietnamese were there in the Soviet Union ?
LOC	Where are the Austerlitz and Victor Hugo subway stops ?
LOC	What state did Helen Keller call home ?
ENTY	What is the West Virginia state animal ?
NUM	When was the first steel mill in the United States built ?
NUM	On what day were John F and Jackie Kennedy married ?
ENTY	How do you say `` eat the day '' in Latin ?
NUM	How long does it take the typical American to eat 23 quarts of ice cream ?
LOC	What African country was founded by freed American slaves in 1847 ?
HUM	What mustachioed comedian portrayed Frankie in North to Alaska ?
DESC	What is the definition of a cascade ?
DESC	From what cause does tuberculosis stem ?
DESC	How do Ouija Boards work ?
DESC	What does the name Kelly mean ?
NUM	What is the population of Kansas ?
LOC	What planet gave bith to Superman ?
NUM	How many websites are there in the world ?
NUM	What are the unemployment statistics for the years 1965 and 1990 ?
NUM	When was the first stained glass window made ?
ENTY	What is a fear of thunder ?
LOC	What island is home to statues called Mauis ?
DESC	What are perfect tenses ?
DESC	How does James Bond like his martinis ?
LOC	Where do quality drinks begin ?
ENTY	What is the word for love of pain or abuse ?
HUM	Who was the last U.S. president to reinstate Selective Service registration ?
NUM	How many watts make a kilowatt ?
HUM	Who were the head writers for the Smothers Brothers Comedy Hour ?
HUM	What rock group raised a ruckus at the White House by singing American Woman ?
LOC	Where does dew come from ?
LOC	What Metropolis landmark was first introduced in the Superman cartoons of the 1940 's ?
ENTY	What fruit does the ficus produce ?
DESC	Why are there olives in martinis ?
DESC	How do you use an intranet ?
DESC	What does the Georgetown `` Hoya '' mean ?
HUM	Who wrote the poem that starts `` I love your lips when they 're wet with wine and red with a warm desire '' ?
ENTY	What is a technique popularly used to detect birth defects ?
ENTY	What 's the favorite food of dragonflies ?
ENTY	Name the vessel used by the Atari Force in the DC comics .
HUM	What department store heir is responsible for raising a three-ton safe from the underwater wreckage of the Andrea Doria ?
DESC	What is the origin of Boxing Day ?
ENTY	What board game does a `` wood-pusher '' play poorly ?
HUM	Who was the author of the famous fairy tale `` Snow White and Seven Dwarfs '' ?
LOC	What islands got their name from the Spanish baja mar , meaning shallow water ?
ENTY	What can communications satellites offer yachts ?
LOC	Where is the Isle of Man ?
LOC	What city gained renown for its pea-soup fogs ?
DESC	How do you get dates with the `` Hooters '' girls ?
DESC	What is the function of the appendix ?
HUM	Who was Buffalo Bill ?
NUM	How many members of a family could be drafted in the U.S. military during World War II ?
HUM	Who did Sara Jane Moore try to assassinate ?
HUM	Who invented the pull-tab opener on cans ?
LOC	Which city in Canada is the least-populated ?
DESC	What did John Hinckley do to impress Jodie Foster ?
NUM	How many claws has a lobster called a pistol lost ?
DESC	What is a cullion ?
NUM	How many children under 18 are victims of some sort of Physical Abuse each year ?
NUM	How old is the Italian artist Maurizio Pellegrin ?
ENTY	What is the correct way to mount a roll of toilet paper ?
ENTY	What was Jimmy Durante 's theme song ?
ENTY	Which airplane was Fawaz Younis convicted of hijacking ?
NUM	When was Yemen reunified ?
LOC	Where can I find book reviews of `` Turbulent Souls '' ?
DESC	What is a dangling participle ?
ENTY	What fast food is prepared with a `` secret blend of 11 herbs and spices ? ''
NUM	When is the site www.questions.com going to open ?
DESC	What exactly , specifically does sleep do for you ?
LOC	What state is known as the Hawkeye State ?
ENTY	What 1927 silent film received an international revival in 1981 ?
HUM	What 1920s cowboy star rode Tony the Wonder Horse ?
DESC	What was the infamous feat of Germany 's U-2 submarine ?
